3.83013275683e+11	0.0
3.83013275757e+11	0.2890625
3.83013276101e+11	1.34375
3.83013276187e+11	0.3359375
3.83013276263e+11	0.296875
3.83013276456e+11	0.75390625
3.83013276611e+11	0.60546875
3.83013276833e+11	0.8671875
3.83013276922e+11	0.34765625
3.83013277093e+11	0.66796875
3.83013277177e+11	0.328125
3.83013277398e+11	0.86328125
3.83013277642e+11	0.953125
3.83013277723e+11	0.31640625
3.83013277828e+11	0.41015625
3.83013277913e+11	0.33203125
3.83013278008e+11	0.37109375
3.83013278358e+11	1.3671875
3.83013278476e+11	0.4609375
3.8301327866e+11	0.71875
3.83013278782e+11	0.4765625
3.83013279107e+11	1.26953125
3.83013279318e+11	0.82421875
3.83013279431e+11	0.44140625
3.83013279655e+11	0.875
3.83013280007e+11	1.375
3.83013280408e+11	1.56640625
3.83013280569e+11	0.62890625
3.83013280862e+11	1.14453125
3.83013280936e+11	0.2890625
3.83013281016e+11	0.3125
3.83013281094e+11	0.3046875
3.83013281238e+11	0.5625
3.83013281304e+11	0.2578125
3.8301328146e+11	0.609375
3.83013281598e+11	0.5390625
3.83013281756e+11	0.6171875
3.83013281946e+11	0.7421875
3.83013282103e+11	0.61328125
3.83013282326e+11	0.87109375
3.83013282428e+11	0.3984375
3.8301328258e+11	0.59375
3.83013282752e+11	0.671875
3.83013282858e+11	0.4140625
3.83013283049e+11	0.74609375
3.83013283185e+11	0.53125
3.8301328335e+11	0.64453125
3.83013283423e+11	0.28515625
3.83013283575e+11	0.59375
3.8301328404e+11	1.81640625
3.83013284332e+11	1.140625
3.830132848e+11	1.828125
3.83013284904e+11	0.40625
3.83013285162e+11	1.0078125
3.83013285301e+11	0.54296875
3.83013285433e+11	0.515625
3.8301328559e+11	0.61328125
3.83013285772e+11	0.7109375
3.8301328614e+11	1.4375
3.83013286308e+11	0.65625
3.8301328662e+11	1.21875
3.83013286766e+11	0.5703125
3.83013287066e+11	1.171875
3.83013287479e+11	1.61328125
3.83013287553e+11	0.2890625
3.8301328771e+11	0.61328125
3.83013287925e+11	0.83984375
3.83013288152e+11	0.88671875
3.830132883e+11	0.578125
3.83013288577e+11	1.08203125
3.83013288675e+11	0.3828125
3.83013288812e+11	0.53515625
3.83013288963e+11	0.58984375
3.8301328908e+11	0.45703125
3.83013289223e+11	0.55859375
3.83013289345e+11	0.4765625
3.83013289615e+11	1.0546875
3.83013289841e+11	0.8828125
3.83013290006e+11	0.64453125
3.83013290084e+11	0.3046875
3.83013290238e+11	0.6015625
3.83013290309e+11	0.27734375
3.83013290734e+11	1.66015625
3.83013290865e+11	0.51171875
3.83013291009e+11	0.5625
3.83013291156e+11	0.57421875
3.83013291287e+11	0.51171875
3.8301329142e+11	0.51953125
3.83013291588e+11	0.65625
3.83013291705e+11	0.45703125
3.83013291848e+11	0.55859375
3.83013291993e+11	0.56640625
3.83013292127e+11	0.5234375
3.83013292325e+11	0.7734375
3.83013292416e+11	0.35546875
3.83013292566e+11	0.5859375
3.83013292671e+11	0.41015625
3.83013292832e+11	0.62890625
3.8301329299e+11	0.6171875
3.8301329315e+11	0.625
3.83013293346e+11	0.765625
3.83013293471e+11	0.48828125
3.83013293785e+11	1.2265625
3.83013294004e+11	0.85546875
3.83013294246e+11	0.9453125
3.83013294355e+11	0.42578125
3.83013294643e+11	1.125
3.83013294799e+11	0.609375
3.83013295028e+11	0.89453125
3.83013295216e+11	0.734375
3.8301329535e+11	0.5234375
3.83013295604e+11	0.9921875
3.83013296009e+11	1.58203125
3.83013296165e+11	0.609375
3.83013296393e+11	0.890625
3.83013296581e+11	0.734375
3.83013296681e+11	0.390625
3.83013296886e+11	0.80078125
3.83013297071e+11	0.72265625
3.83013297137e+11	0.2578125
3.83013297356e+11	0.85546875
3.83013297524e+11	0.65625
3.83013297636e+11	0.4375
3.83013297731e+11	0.37109375
3.83013297943e+11	0.828125
3.83013298034e+11	0.35546875
3.8301329819e+11	0.609375
3.83013298408e+11	0.8515625
3.83013298536e+11	0.5
3.83013298687e+11	0.58984375
3.8301329888e+11	0.75390625
3.83013299153e+11	1.06640625
3.83013299388e+11	0.91796875
3.83013299485e+11	0.37890625
3.83013299692e+11	0.80859375
3.83013299935e+11	0.94921875
3.83013300054e+11	0.46484375
3.83013300333e+11	1.08984375
3.83013300473e+11	0.546875
3.83013300631e+11	0.6171875
3.83013300838e+11	0.80859375
3.83013301226e+11	1.515625
3.83013301322e+11	0.375
3.83013301542e+11	0.859375
3.83013301753e+11	0.82421875
3.8301330182e+11	0.26171875
3.83013302031e+11	0.82421875
3.83013302233e+11	0.7890625
3.83013302384e+11	0.58984375
3.83013302501e+11	0.45703125
3.83013302587e+11	0.3359375
3.8301330273e+11	0.55859375
3.83013302868e+11	0.5390625
3.83013302969e+11	0.39453125
3.83013303123e+11	0.6015625
3.83013303216e+11	0.36328125
3.83013303283e+11	0.26171875
3.83013303389e+11	0.4140625
3.83013303713e+11	1.265625
3.83013303795e+11	0.3203125
3.83013303942e+11	0.57421875
3.83013304091e+11	0.58203125
3.83013304269e+11	0.6953125
3.83013304355e+11	0.3359375
3.83013304628e+11	1.06640625
3.83013304797e+11	0.66015625
3.83013304994e+11	0.76953125
3.83013305078e+11	0.328125
3.83013305298e+11	0.859375
3.83013305437e+11	0.54296875
3.83013305563e+11	0.4921875
3.83013305753e+11	0.7421875
3.83013305983e+11	0.8984375
3.83013306207e+11	0.875
3.83013306301e+11	0.3671875
3.83013306466e+11	0.64453125
3.83013306634e+11	0.65625
3.83013306771e+11	0.53515625
3.83013306851e+11	0.3125
3.83013307186e+11	1.30859375
3.83013307362e+11	0.6875
3.83013307566e+11	0.796875
3.83013307894e+11	1.28125
3.83013308204e+11	1.2109375
3.83013308352e+11	0.578125
3.83013308571e+11	0.85546875
3.83013308946e+11	1.46484375
3.83013309028e+11	0.3203125
3.83013309197e+11	0.66015625
3.83013309415e+11	0.8515625
3.83013309495e+11	0.3125
3.83013309958e+11	1.80859375
3.83013310093e+11	0.52734375
3.83013310257e+11	0.640625
3.8301331054e+11	1.10546875
3.83013310661e+11	0.47265625
3.83013310857e+11	0.765625
3.83013311098e+11	0.94140625
3.83013311174e+11	0.296875
3.83013311289e+11	0.44921875
3.83013311406e+11	0.45703125
3.83013311538e+11	0.515625
3.83013311634e+11	0.375
3.83013311821e+11	0.73046875
3.83013312011e+11	0.7421875
3.83013312242e+11	0.90234375
3.8301331251e+11	1.046875
3.83013312814e+11	1.1875
3.83013312966e+11	0.59375
3.83013313154e+11	0.734375
3.8301331327e+11	0.453125
3.83013313468e+11	0.7734375
3.83013313763e+11	1.15234375
3.83013313919e+11	0.609375
3.83013314104e+11	0.72265625
3.83013314297e+11	0.75390625
3.83013314474e+11	0.69140625
3.83013314587e+11	0.44140625
3.83013314749e+11	0.6328125
3.83013314868e+11	0.46484375
3.83013314984e+11	0.453125
3.83013315081e+11	0.37890625
3.8301331526e+11	0.69921875
3.83013315364e+11	0.40625
3.83013315457e+11	0.36328125
3.83013315689e+11	0.90625
3.83013315787e+11	0.3828125
3.83013316089e+11	1.1796875
3.83013316253e+11	0.640625
3.83013316328e+11	0.29296875
3.83013316399e+11	0.27734375
3.83013316507e+11	0.421875
3.83013316688e+11	0.70703125
3.83013316758e+11	0.2734375
3.83013316907e+11	0.58203125
3.83013316987e+11	0.3125
3.83013317146e+11	0.62109375
3.83013317318e+11	0.671875
3.83013317457e+11	0.54296875
3.8301331757e+11	0.44140625
3.83013317729e+11	0.62109375
3.83013317795e+11	0.2578125
3.83013317915e+11	0.46875
3.83013318061e+11	0.5703125
3.83013318226e+11	0.64453125
3.83013318467e+11	0.94140625
3.83013318749e+11	1.1015625
3.83013318877e+11	0.5
3.83013318995e+11	0.4609375
3.83013319079e+11	0.328125
3.83013319243e+11	0.640625
3.83013319348e+11	0.41015625
3.83013319446e+11	0.3828125
3.83013319655e+11	0.81640625
3.83013319816e+11	0.62890625
3.83013319954e+11	0.5390625
3.83013320021e+11	0.26171875
3.83013320096e+11	0.29296875
3.83013320333e+11	0.92578125
3.83013320515e+11	0.7109375
3.8301332058e+11	0.25390625
3.83013320754e+11	0.6796875
3.83013321024e+11	1.0546875
3.83013321387e+11	1.41796875
3.83013321595e+11	0.8125
3.83013321706e+11	0.43359375
3.8301332183e+11	0.484375
3.83013321993e+11	0.63671875
3.83013322212e+11	0.85546875
3.83013322388e+11	0.6875
3.83013322478e+11	0.3515625
3.83013322592e+11	0.4453125
3.83013322723e+11	0.51171875
3.83013322935e+11	0.828125
3.83013323196e+11	1.01953125
3.83013323308e+11	0.4375
3.83013323637e+11	1.28515625
3.83013323768e+11	0.51171875
3.83013323918e+11	0.5859375
3.83013324054e+11	0.53125
3.83013324191e+11	0.53515625
3.83013324337e+11	0.5703125
3.83013324483e+11	0.5703125
3.83013324627e+11	0.5625
3.83013324779e+11	0.59375
3.83013324903e+11	0.484375
3.83013325076e+11	0.67578125
3.83013325253e+11	0.69140625
3.83013325328e+11	0.29296875
3.83013325605e+11	1.08203125
3.83013325744e+11	0.54296875
3.8301332582e+11	0.296875
3.8301332595e+11	0.5078125
3.8301332602e+11	0.2734375
3.83013326227e+11	0.80859375
3.83013326471e+11	0.953125
3.83013326575e+11	0.40625
3.83013326686e+11	0.43359375
3.83013326808e+11	0.4765625
3.83013327028e+11	0.859375
3.83013327135e+11	0.41796875
3.83013327239e+11	0.40625
