383031119877.0,null
383031120133.0,3.0
383031122437.0,5.0
383031124229.0,1.0
383031128325.0,5.0
383031129349.0,3.0
383031137029.0,2.0
383031138309.0,1.0
383031140101.0,3.0
383031140357.0,1.0
383031141637.0,5.0
383031384325.0,2.0
383031386117.0,5.0
383032520197.0,2.0
383032521733.0,5.0
383032699397.0,2.0
383032703749.0,5.0
383033001477.0,2.0
383033003013.0,5.0
383033241861.0,2.0
383033247237.0,5.0
383033249797.0,2.0
383033254149.0,5.0
383033300485.0,1.0
383033302533.0,5.0
383033303045.0,2.0
383033305093.0,1.0
383033305605.0,4.0
383033306629.0,1.0
383033307141.0,5.0
383033316869.0,2.0
383033318661.0,5.0
383033348869.0,2.0
383033351685.0,5.0
383033391365.0,1.0
383034573317.0,3.0
383034697733.0,1.0
383034795781.0,4.0
383034860805.0,2.0
383034935045.0,1.0
383034980357.0,5.0
383034993413.0,2.0
383035119109.0,5.0
383035134981.0,2.0
383035158277.0,5.0
383035175429.0,2.0
383035182597.0,5.0
383035186437.0,2.0
383035186949.0,4.0
383035188741.0,null
